,TRUTH,FULL_NEWS,cluster
1135,FALSE,"Alert, Alert!! Muslim hotels on highways of Rajasthan, Gujarat and Maharashtra are serving biryani to Hindus laced with tablets that can make one impotent. Avoid visiting these Muslim hotels. These people serve non-vegetarian to eradicate Hindu religion and population in the long run. This chemical formula is harmful and is used to make us unhealthy. All the buses coming from Rajasthan halt in these Muslim hotels. Beware",15
1136,FALSE,Highway Hotels Are Serving Biryani With Impotency Drugs,0
1137,FALSE,Covid19: seven children died in Senegal after being vaccinated,0
1138,FALSE,Covid19: a video shows a vaccination team trying to spread the virus in the village of Casamance in southern Senegal,11
1139,FALSE,Bill Gates has announced an £85m donation in a letter,0
1140,FALSE,"U.S. President Donald Trump said state governors must ""treat me well"" in order to obtain masks and ventilators from federal reserves",19
1141,FALSE,U.S. President Donald Trump tweeted that economic stimulus checks would only go to those who have not made negative social media comments about him,0
1142,FALSE,"U.S. Sen. Lindsey Graham said, ""President Trump probably knows more about medicine and specifically viruses than any of the so-called scientists at the NIH and CDC.""",19
1143,FALSE,U.S. President Donald Trump will benefit financially if hydroxychloroquine becomes an established treatment for COVID-19,16
1144,FALSE,U.S. President Donald Trump advocated that the pay of public officials be stopped during the COVID-19 pandemic,2
1145,FALSE,"Financier George Soros owns the lab in Wuhan, China, where the COVID-19 coronavirus disease was developed",7
1146,FALSE,Harvard professor Charles Lieber was arrested for concealing funding from a Chinese lab connected to the origin of the new coronavirus,4
1147,FALSE,Democrats in New York stashed ventilators in a warehouse in an effort to make the COVID-19 pandemic worse,4
1148,FALSE,A video shows people in China tearing down a 5G tower in an attempt to stop the spread of COVID-19 coronavirus disease,14
1149,FALSE,China started to install 5G towers around the same time that the coronavirus started to spread in the country (around November 2019) so 5G towers caused COVID-19,7
1150,FALSE,The COVID-19 death toll is exaggerated because “the state” has instructed that “anyone who didnt die by a gun shot wound or car accident” be listed as a coronavirus victim,16
1151,FALSE,"Walmart, in response to the coronavirus pandemic, has instituted a “staggered shopping schedule” that allows only certain age groups on specific days",2
1152,FALSE,The Kennedy Center for the Performing Arts donated $5 million to Democrats after it was allocated $25 million in the COVID-19 stimulus package,16
1153,FALSE,People with lupus who take hydroxychloroquine aren’t catching the coronavirus,15
1154,FALSE,New York coronovirus victims are not letting you bury your own. There will be no wakes or memorial services to pay your last respects. Every contaminated corpse belongs to the state and will be exposed of in a incinerator,4
1155,FALSE,In New York every contaminated corpse belongs to the state and will be incinerated without any wakes or memorial services to pay your last respects. The state is allowing funeral services with limited visitors; cremation is not mandated,4
1156,FALSE,Missouri case law on education makes it very clear that if students can not take the necessary final exams in a class room setting & they can not complete the curriculum that was established at the beginning of the 2019-2020 school year no one enrolled in a public school in the state of Missouri can be allowed to be promoted to their next grade level. This means that whatever grade each of your students started at in August of 2019 will need to be repeated,0
1157,FALSE,A blend of sodium bicarbonate and lemon juice tea will eliminate the novel coronavirus. This cure has prevented any COVID-19 deaths in Israel,5
1158,FALSE,The “MSM” — mainstream media — is using an image from a 2017 movie in its coverage of the novel coronavirus pandemic,5
1159,FALSE,"Ok, Patriots so I’m watching the movie UNLOCKED on Showtime and this scene pops up of coffins lined up and guess where I saw that exact picture… from our MSM telling us that this is ITALY right now because of COVID 19 virus!",11
1160,FALSE,A California health care workers’ union was caught hiding 39 million N95 masks,19
1161,FALSE,"It took Obama millions infected and over 1,000 deaths to declare the H1N1 flu a health emergency. But under Trump, coronavirus was declared a health emergency and public safety measures were in place before a single U.S. death occurred",19
1162,FALSE,The pandemic has affected the flow of seafood from foreign markets. Crab legs have been contaminated with the novel coronavirus,5
1163,FALSE,Seafood products have been found to be contaminated with the virus,11
1164,FALSE,"There is a link between 5G and this health crisis. If 5G continues and reaches where they want to take it, human life as we know it is over... so people have to make a decision",19
1165,FALSE,"A coronavirus vaccine, when one is developed, would include ""nanotechnology microchips"" that would allow humans to be controlled",0
1166,FALSE,"5G can suppress the immune system, thus making people more susceptible to catching the virus",11
1167,FALSE,The virus can somehow be transmitted through the use of 5G technology,11
1168,FALSE,"Allegedly of the blaze in Aigburth, was shared on YouTube and Facebook, claiming a link between the mobile technology and Covid-19",16
1169,FALSE,Mosquito bites can infect you with the coronavirus,0
1170,FALSE,"Hydroxychloroquine and a related compound, chloroquine are experimental treatments of the virus",11
1171,FALSE,Drinking cow's urine can prevent you from getting the coronavirus,0
1172,FALSE,"Bill Gates, the Microsoft billionaire published a long message, encouraging people to reflect positively on their lives during the coronavirus outbreak",3
1173,FALSE,Do not under any circumstances allow them to test you. There's a possibility that the swabs are contaminated with Covid-19,16
1174,FALSE,African people are to be used as guinea pigs to test a new coronavirus vaccine,4
1175,FALSE,"To be safe from coronavirus, shave your beard, CDC warns",0
1176,FALSE,Nigerian pastor who went to China to destroy coronavirus has been rushed to the hospital - Aficature,8
1177,FALSE,Steam inhalation works as a treatment for coronavirus,0
1178,FALSE,I heard first hand that a doctor who had Corona virus recovered in double quick time after inhaling steam,11
1179,FALSE,A Russian scientist has said that a man-made bacterium has somehow merged with the new coronavirus and is the reason people are dying - and recommends baking soda to treat it,4
1180,FALSE,"Under “emergency legislation” the NHS has ordered a ban on the sale, purchase and consumption of alcohol after discovering that it “lowers immunity""",0
1181,FALSE,Alcohol has been banned in the UK,0
1182,FALSE,"There is ban on the sale, purchase or consumption of alcohol in the UK",0
1183,FALSE,"""Who would have known that a simple cup of tea would be the solution to this virus."" The Chinese doctor Li Wenliang, who was hailed a hero for his efforts to raise the alarm about the virus early on in Wuhan, and who later died of the disease",11
1184,FALSE,Substances commonly found in tea can decrease the impact of the virus - these are known as methylxanthines. And that hospitals in China started giving Covid-19 patients tea three times a day,11
1185,FALSE,Hospitals in China were specifically treating Covid-19 by giving patients tea,7
1186,FALSE,Cow urine and dung are traditional remedies for various diseases including the coronavirus,0
1187,FALSE,Cow dung has many benefits. I think it can kill the coronavirus. Cow urine can also be useful,0
1188,FALSE,Alcohol-free hand sanitiser with distilled cow urine obtained from indigenous cows sold by Cowpathy is useful for preventing the coronavirus,0
1189,FALSE,"A mixture of the ayurvedic herb giloy, turmeric and basil leaves could help prevent coronavirus",0
1190,FALSE,Making herbal hand sanitisers at home can help we prevent the virus,11
